title,haiku,haiku2,path
ADMINISTRATIVE MANAGEMENT AUDI,"The preparation
of the operations of
city agencies",The preparation of the operations of city agencies.,"['the', 'preparation', 'i++', 'of', 'the', 'operations', 'of', 'i++', 'city', 'agencies', 'i++']"
ADMINISTRATIVE MANAGEMENT AUDI,"Overseeing the
development of audit
programs and surveys",Overseeing the development of audit programs and surveys.,"['overseeing', 'the', 'i++', 'development', 'of', 'audit', 'i++', 'engagements', '-engagements', 'manager', 'in', '-in', '-manager', 'programs', 'and', 'surveys', 'i++']"
CITY PARK WORKER,"Operate a wide
range of vehicles and field
power equipment",Operate a wide range of vehicles and field power equipment.,"['operate', 'certain', 'i++', 'other', 'motorized', '-motorized', '-other', 'i--', '-certain', 'a', 'wide', 'i++', 'range', 'of', 'vehicles', 'and', 'field', 'i++', 'power', 'equipment', 'i++']"
ASSISTANT COMMISSIONER (DBS),"Lead development
and implementation of
each program vendor",Lead development and implementation of each program vendor.,"['lead', 'development', 'i++', 'and', 'implementation', 'of', 'i++', 'each', 'program', 'vendor', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"The disbursement of
funds for payments to be used
to make decisions",The disbursement of funds for payments to be used to make decisions.,"['the', 'disbursement', 'of', 'i++', 'funds', 'for', 'payments', 'to', 'be', 'used', 'i++', 'to', 'make', 'decisions', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Create and maintain
online resources to meet
deadlines solve problems",Create and maintain online resources to meet deadlines solve problems.,"['create', 'and', 'maintain', 'i++', 'online', 'resources', 'to', 'meet', 'i++', 'deadlines', 'solve', 'problems', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Overseeing the
invoice payment efforts of
the training unit",Overseeing the invoice payment efforts of the training unit.,"['overseeing', 'the', 'i++', 'invoice', 'payment', 'efforts', 'of', 'i++', 'the', 'training', 'unit', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Provide writing and
preparing written reports
and presentations",Provide writing and preparing written reports and presentations.,"['provide', 'writing', 'and', 'i++', 'verbally', '-verbally', 'preparing', 'written', 'reports', 'i++', 'and', 'presentations', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Oversee staff in
the preparation of all
personnel actions",Oversee staff in the preparation of all personnel actions.,"['oversee', 'trainers', 'i++', 'consultants', 'and', 'make', '-make', 'others', '-others', '-and', '-consultants', 'i--', '-trainers', 'staff', 'in', 'i++', 'the', 'preparation', 'of', 'all', 'i++', 'personnel', 'actions', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Evaluate the
success of training program
administration",Evaluate the success of training program administration.,"['evaluate', 'the', 'i++', 'success', 'of', 'training', 'program', 'i++', 'attendance', '-attendance', 'administration', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Identify gaps
or underlying issues
opportunities",Identify gaps or underlying issues opportunities.,"['identify', 'gaps', 'i++', 'or', 'underlying', 'issues', 'i++', 'opportunities', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Develop maintain
and use spreadsheets to assist
with other program",Develop maintain and use spreadsheets to assist with other program.,"['develop', 'and', '-and', 'maintain', 'i++', 'and', 'use', 'spreadsheets', 'to', 'assist', 'i++', 'in', 'the', 'title', '-title', '-the', 'defining', '-defining', '-in', 'with', 'other', 'program', 'i++']"
ADMINISTRATIVE STAFF ANALYST (,"Provide assistance
in developing and or
project manager",Provide assistance in developing and or project manager.,"['provide', 'assistance', 'i++', 'in', 'developing', 'and', 'or', 'i++', 'revised', 'laws', 'and', '-and', '-laws', '-revised', 'project', 'manager', 'i++']"
MAINTENANCE WORKER,"Visually inspects
public buildings and structures
and the equipment",Visually inspects public buildings and structures and the equipment.,"['visually', 'inspects', 'i++', 'public', 'buildings', 'and', 'structures', 'i++', 'and', 'the', 'equipment', 'i++']"
MAINTENANCE WORKER,"Clean and lubricate
shafts bearings gears and other
window components",Clean and lubricate shafts bearings gears and other window components.,"['clean', 'and', 'lubricate', 'i++', 'shafts', 'bearings', 'gears', 'and', 'other', 'i++', 'window', 'components', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Communicate with
various agencies and
other stakeholders",Communicate with various agencies and other stakeholders.,"['communicate', 'with', 'i++', 'various', 'agencies', 'and', 'i++', 'other', 'issues', '-issues', 'stakeholders', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"The production of
scripts models and tools in a
team environment",The production of scripts models and tools in a team environment.,"['the', 'production', 'of', 'i++', 'scripts', 'models', 'and', 'tools', 'in', 'a', 'i++', 'team', 'of', '-of', 'environment', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Coordinating
with city state federal
and state agencies",Coordinating with city state federal and state agencies.,"['coordinating', 'i++', 'with', 'city', 'agencies', '-agencies', 'state', 'federal', 'i++', 'agencies', 'which', '-which', '-agencies', 'and', 'state', 'agencies', 'i++']"
EMERGENCY PREPAREDNESS SPECIAL,"Awareness of the
deputy director and
will work in a team",Awareness of the deputy director and will work in a team.,"['awareness', 'of', 'the', 'i++', 'deputy', 'agency', 'chief', 'i++', 'contracting', '-contracting', 'i--', '-chief', '-agency', 'director', 'and', 'i++', 'will', 'work', 'in', 'a', 'team', 'i++']"
ACCOUNTANT,"Fiscal review and
processing of payments and
other finance tasks",Fiscal review and processing of payments and other finance tasks.,"['fiscal', 'data', '-data', 'review', 'and', 'i++', 'processing', 'of', 'payments', 'and', 'i++', 'reporting', 'for', '-for', '-reporting', 'other', 'finance', 'tasks', 'i++']"
ACCOUNTANT,"Key fiscal review
and processing of the new
york city charter",Key fiscal review and processing of the New York City charter.,"['key', 'fiscal', 'review', 'i++', 'and', 'processing', 'of', 'payments', 'i++', 'and', 'refunds', '-refunds', 'other', 'fee', '-fee', '-other', 'refunds', '-refunds', '-and', 'i--', '-payments', '-of', '-processing', 'internal', 'compliance', 'i++', 'officer', '-officer', 'i--', '-compliance', '-internal', 'processing', 'of', 'payments', 'i++', 'and', 'other', 'fee', '-fee', '-other', '-and', 'i--', '-payments', 'the', 'new', 'i++', 'york', 'city', 'charter', 'i++']"
ACCOUNTANT,"The ability
to manipulate data
and information",The ability to manipulate data and information.,"['the', 'ability', 'i++', 'to', 'manipulate', 'data', 'i++', 'and', 'information', 'i++']"
ACCOUNTANT,"Performs key fiscal
review and processing of
payments and refunds",Performs key fiscal review and processing of payments and refunds.,"['performs', 'key', 'fiscal', 'i++', 'review', 'and', 'processing', 'of', 'i++', 'payments', 'and', 'refunds', 'i++']"
ACCOUNTANT,"The ability
to work with employees at
all levels of staff",The ability to work with employees at all levels of staff.,"['the', 'ability', 'i++', 'to', 'work', 'with', 'employees', 'at', 'i++', 'all', 'levels', 'of', 'staff', 'i++']"
ADM MANAGER-NON-MGRL FRM M1/M2,"Advanced functions of
microsoft office programs
such as word excel",Advanced functions of Microsoft office programs such as Word excel.,"['advanced', 'project', '-project', 'functions', 'of', 'i++', 'microsoft', 'office', 'programs', 'i++', 'such', 'as', 'word', 'excel', 'i++']"
ADM MANAGER-NON-MGRL FRM M1/M2,"Prepare and submit
for review and process the
hundreds of payments",Prepare and submit for review and process the hundreds of payments.,"['prepare', 'and', 'submit', 'i++', 'for', 'review', 'and', 'process', 'the', 'i++', 'hundreds', 'of', 'payments', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Prepare agency
officials for interviews
and public affairs",Prepare agency officials for interviews and public affairs.,"['prepare', 'agency', 'i++', 'officials', 'for', 'interviews', 'i++', 'and', 'public', 'and', '-and', 'affairs', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Working with colleagues
within all levels of the
organization",Working with colleagues within all levels of the organization.,"['working', 'with', 'colleagues', 'i++', 'within', 'all', 'levels', 'of', 'the', 'i++', 'organization', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Serve as liaison
and spokesperson with the news
media daily",Serve as liaison and spokesperson with the news media daily.,"['serve', 'as', 'a', '-a', 'liaison', 'i++', 'and', 'spokesperson', 'with', 'the', 'press', 'i++', 'office', 'and', '-and', '-office', 'secretary', '-secretary', 'i--', '-press', 'news', 'i++', 'media', 'daily', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Prepare agency
officials for interviews
and public events",Prepare agency officials for interviews and public events.,"['prepare', 'agency', 'i++', 'officials', 'for', 'interviews', 'i++', 'and', 'public', 'events', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Candidates should have
experience working with
community boards",Candidates should have experience working with community boards.,"['candidates', 'will', 'serve', 'i++', 'as', 'liaison', 'and', '-and', '-liaison', '-as', 'i--', '-serve', '-will', 'should', 'have', 'i++', 'experience', 'working', 'with', 'i++', 'the', 'bureau', 'of', '-of', '-bureau', '-the', 'community', 'boards', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Working with the first
deputy commissioner
of public affairs",Working with the first deputy commissioner of public affairs.,"['working', 'with', 'the', 'news', 'i++', 'media', 'daily', '-daily', '-media', 'i--', '-news', 'first', 'i++', 'deputy', 'commissioner', 'i++', 'of', 'public', 'affairs', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"The bureau further
enforces living wage laws
in new york city",The bureau further enforces living wage laws in New York City.,"['the', 'bureau', 'of', '-of', 'also', 'i++', 'sets', 'and', 'enforces', '-enforces', '-and', '-sets', 'i--', '-also', 'further', 'i++', 'enforces', 'living', 'wage', 'rates', 'i++', 'for', 'building', '-building', '-for', 'i--', '-rates', 'laws', 'i++', 'in', 'new', 'york', 'city', 'i++']"
ADMINISTRATIVE PUBLIC INFORMAT,"Working with outreach
to community boards and
the public affairs",Working with outreach to community boards and the public affairs.,"['working', 'with', 'outreach', 'i++', 'to', 'community', 'boards', 'and', 'i++', 'the', 'public', 'affairs', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Monitor the field
activities of the child
protective units",Monitor the field activities of the child protective units.,"['monitor', 'and', '-and', 'the', 'field', 'i++', 'activities', 'of', 'the', 'child', 'i++', 'protective', 'case', '-case', '-protective', 'protection', 'or', '-or', '-protection', 'protective', 'units', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Ensure random case
selection for review and
maintain progress log",Ensure random case selection for review and maintain progress log.,"['ensure', 'complete', 'and', 'i++', 'consistent', '-consistent', 'i--', '-and', '-complete', 'the', 'swift', '-swift', '-the', 'random', 'case', 'i++', 'selection', 'for', 'review', 'and', 'i++', 'maintain', 'progress', 'log', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Coordinate and
manage administrative
business areas",Coordinate and manage administrative business areas.,"['coordinate', 'and', 'i++', 'manage', 'administrative', 'i++', 'business', 'areas', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Prepare initial
reports and case reviews on
critical cases",Prepare initial reports and case reviews on critical cases.,"['prepare', 'initial', 'i++', 'reports', 'and', 'issue', '-issue', 'case', 'reviews', 'on', 'i++', 'critical', 'cases', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"The development
and implementation of
key initiatives",The development and implementation of key initiatives.,"['the', 'special', '-special', 'development', 'i++', 'and', 'implementation', 'of', 'i++', 'key', 'initiatives', 'i++']"
DIRECTOR OF FIELD OPERATIONS (,"Must be flexible
to support and track the work
of the division",Must be flexible to support and track the work of the division.,"['must', 'have', 'expertise', 'i++', 'in', 'vacancy', 'control', 'and', 'i++', 'change', 'management', '-management', '-change', 'i--', '-and', '-control', '-vacancy', '-in', 'i--', '-expertise', '-have', 'be', 'able', 'to', 'i++', 'work', 'on', 'multiple', 'projects', 'i++', 'effectively', '-effectively', 'i--', '-projects', '-multiple', '-on', '-work', 'i--', '-to', '-able', 'flexible', 'i++', 'to', 'support', 'and', 'track', 'the', 'work', 'i++', 'of', 'the', 'division', 'i++']"
ADMINISTRATIVE  PROGRAM OFFICE,"Assist to ensure
provisions of the bureau
of active aging",Assist to ensure provisions of the bureau of active aging.,"['assist', 'to', 'ensure', 'i++', 'provisions', 'of', 'the', 'staff', '-staff', 'bureau', 'i++', 'of', 'active', 'aging', 'i++']"
MECHANICAL ENGINEER,"Serves as a whole to
continue to operate
movable bridge spans",Serves as a whole to continue to operate movable bridge spans.,"['serves', 'as', 'a', 'design', 'i++', 'lead', 'on', 'selected', 'projects', 'i++', 'i--', '-projects', '-selected', '-on', '-lead', 'i--', '-design', 'whole', 'to', 'i++', 'continue', 'to', 'operate', 'i++', 'and', 'maintain', 'an', '-an', '-maintain', '-and', 'movable', 'bridge', 'spans', 'i++']"
MECHANICAL ENGINEER,"General knowledge
of the basic design plan
for major projects",General knowledge of the basic design plan for major projects.,"['general', 'knowledge', 'i++', 'of', 'the', 'mechanical', '-mechanical', 'highest', 'quality', 'i++', 'drinking', 'water', '-water', '-drinking', 'i--', '-quality', '-highest', 'section', 'chief', 'or', '-or', '-chief', '-section', 'basic', 'design', 'plan', 'i++', 'for', 'major', 'projects', 'i++']"
MECHANICAL ENGINEER,"Thorough knowledge of
engineering design and
implementation",Thorough knowledge of engineering design and implementation.,"['thorough', 'knowledge', 'of', 'i++', 'industry', 'standards', 'for', '-for', '-standards', '-industry', 'engineering', 'design', 'and', 'i++', 'implementation', 'i++']"
ADMINISTRATIVE ENGINEER,"Reconstruction of
primary treatment and sludge
handling equipment",Reconstruction of primary treatment and sludge handling equipment.,"['reconstruction', 'of', 'i++', 'sludge', 'handling', 'equipment', '-equipment', '-handling', '-sludge', 'potable', 'water', 'pumping', 'i++', 'stations', 'five', '-five', '-stations', 'i--', '-pumping', '-water', '-potable', 'sludge', 'handling', 'equipment', '-equipment', '-handling', '-sludge', 'primary', 'treatment', 'and', 'sludge', 'i++', 'handling', 'equipment', 'i++']"
