title,haiku,path
CORRECTIONAL STANDARDS REVIEW,"The restrictions and
appeals brought to the mission
of the director","['the', 'standards', '-standards', 'restrictions', 'and', 'i++', 'appeals', 'brought', 'to', 'the', 'board', 'has', 'i++', 'a', 'unique', '-unique', '-a', 'i--', '-has', '-board', 'mission', 'i++', 'of', 'the', 'director', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Because all appeals
to the mission of the board
and of the appeal","['because', 'all', 'appeals', 'i++', 'to', 'the', 'mission', 'of', 'the', 'board', 'i++', 'and', 'of', 'the', 'appeal', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Commitment to the
board and of the board has a
short window of time","['commitment', 'to', 'the', 'i++', 'board', 'are', '-are', 'including', '-including', '-board', 'general', 'counsel', 'and', 'will', 'i++', 'be', '-be', 'i--', '-will', '-and', '-counsel', '-general', 'board', 'and', 'of', 'the', 'board', 'has', 'a', 'i++', 'short', 'window', 'of', 'time', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"Experience with
issues of access to health
and mental health care","['experience', 'with', 'i++', 'issues', 'of', 'access', 'to', 'the', 'i++', 'board', 'has', 'a', 'short', '-short', '-a', '-has', 'and', 'of', 'the', '-the', '-of', '-and', '-board', 'i--', '-the', 'health', 'i++', 'and', 'mental', 'health', 'care', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The incumbent will
be responsible for the
service desk system","['the', 'incumbent', 'must', 'i++', 'have', 'demonstrated', '-demonstrated', '-have', 'i--', '-must', 'will', 'i++', 'lead', 'the', '-the', '-lead', 'be', 'responsible', 'for', 'the', 'i++', 'service', 'desk', 'system', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The department of
correction doc with the health
and mental health care","['the', 'restrictions', 'and', 'i++', 'appeals', 'as', 'they', 'come', 'to', 'the', 'i++', 'board', 'after', 'which', '-which', '-after', '-board', 'mission', 'of', 'the', '-the', '-of', '-mission', 'i--', '-the', '-to', '-come', '-they', '-as', 'brought', 'to', 'the', 'board', 'and', 'i++', 'of', 'the', 'board', 'and', '-and', '-board', '-the', '-of', 'i--', '-and', '-board', '-the', '-to', '-brought', '-appeals', 'i--', '-and', '-restrictions', 'department', 'of', 'i++', 'correction', 'doc', 'with', 'the', 'health', 'i++', 'and', 'mental', 'health', 'care', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The board and of the
city within the nine jails
on rikers island","['the', 'appeals', '-appeals', 'board', 'and', 'of', 'the', 'i++', 'city', 'within', 'the', 'nine', 'jails', 'i++', 'on', 'rikers', 'island', 'i++']"
CORRECTIONAL STANDARDS REVIEW,"The media and
correspondence with respect
to such incidents","['the', 'media', 'and', 'i++', 'correspondence', 'with', 'respect', 'i++', 'to', 'such', 'incidents', 'i++']"
COMMUNITY ASSISTANT,"The area of
cultural affairs sector
in new york city","['the', 'health', 'and', 'chronic', 'i++', 'disease', '-disease', 'i--', '-chronic', '-and', 'needs', 'of', '-of', '-needs', 'and', 'chronic', 'i++', 'disease', '-disease', 'i--', '-chronic', '-and', 'needs', 'of', '-of', '-needs', '-health', 'agency', 'call', 'i++', 'center', 'unit', '-unit', '-center', 'i--', '-call', '-agency', 'area', 'of', 'i++', 'cultural', 'affairs', 'sector', 'i++', 'in', 'new', 'york', 'city', 'i++']"
COMMUNITY ASSISTANT,"Experience in
the evening or on weekends
across the city","['experience', 'as', 'i++', 'well', 'as', 'demonstrable', '-demonstrable', 'encourages', '-encourages', '-as', '-well', 'i--', '-as', 'in', 'i++', 'the', 'evening', 'or', 'on', 'weekends', 'i++', 'across', 'the', 'city', 'i++']"
COMMUNITY ASSISTANT,"Highly organized
strong attention to detail
and complete projects","['highly', 'organized', 'i++', 'strong', 'attention', 'to', 'detail', 'i++', 'and', 'complete', 'projects', 'i++']"
COMMUNITY ASSISTANT,"The public health to
serve as one of the people
of all new yorkers","['the', 'newly', '-newly', 'public', 'health', 'to', 'i++', 'serve', 'as', 'one', 'of', 'the', 'people', 'i++', 'of', 'all', 'new', 'yorkers', 'i++']"
COMMUNITY ASSISTANT,"Serve as one of the
community board meet and
greet constituents","['serve', 'as', 'a', 'resource', 'i++', 'for', 'expectant', 'new', 'parents', 'i++', 'and', 'caregivers', '-caregivers', '-and', 'i--', '-parents', '-new', '-expectant', '-for', 'i--', '-resource', '-a', 'one', 'of', 'the', 'i++', 'community', 'board', 'meet', 'and', 'i++', 'greet', 'constituents', 'i++']"
COMMUNITY ASSISTANT,"Serve as call agents
for the purpose of forming
policy research","['serve', 'as', 'call', 'agents', 'i++', 'for', 'the', 'purpose', 'of', 'forming', 'i++', 'policy', 'research', 'i++']"
COMMUNITY ASSISTANT,"The evening or on
weekends across the city
of new york city","['the', 'evening', 'or', 'on', 'i++', 'weekends', 'across', 'the', 'five', '-five', 'city', 'i++', 'of', 'new', 'york', 'city', 'i++']"
COMMUNITY ASSISTANT,"It regards new york
city department of health
and chronic disease","['it', 'regards', 'new', 'york', 'i++', 'city', 'department', 'of', 'health', 'i++', 'and', 'mental', '-mental', 'chronic', 'disease', 'i++']"
*CERTIFIED APPLICATIONSDEVELOP,"The primary it
contact to the residents
of new york city","['the', 'proposed', '-proposed', 'primary', 'it', 'i++', 'contact', 'to', 'the', 'residents', 'i++', 'of', 'new', 'york', 'city', 'i++']"
INSPECTOR (HOUSING),"The five boroughs and
and may be scheduled to work
evenings and weekends","['the', 'five', 'boroughs', 'and', 'i++', 'may', 'be', 'scheduled', 'to', 'work', 'in', 'i++', 'the', 'division', '-division', 'middle', 'class', '-class', '-middle', 'inspection', '-inspection', '-the', 'extreme', 'weather', '-weather', '-extreme', 'i--', '-in', '-work', '-to', '-scheduled', 'assigned', 'to', 'any', 'i++', 'of', 'the', 'five', '-five', '-the', '-of', 'i--', '-any', '-to', '-assigned', '-be', '-may', 'and', 'may', 'be', 'scheduled', 'to', 'work', 'i++', 'evenings', 'and', 'weekends', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Demonstrable and
deep knowledge of database
administration","['demonstrable', 'and', 'i++', 'deep', 'knowledge', 'of', 'database', 'i++', 'administration', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Staff in the usage
of innovative design
methodologies","['staff', 'to', 'achieve', '-achieve', 'observe', '-observe', '-to', 'inside', 'and', '-and', '-inside', 'in', 'the', 'usage', 'i++', 'of', 'innovative', 'design', 'i++', 'methodologies', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Work with business and
technical requirements and
develop process","['work', 'with', 'business', 'and', 'i++', 'technical', 'requirements', 'and', 'i++', 'develop', 'process', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Communication
and interpersonal skills
and the division","['communication', 'i++', 'and', 'interpersonal', 'skills', 'i++', 'and', 'the', 'division', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"The passport system
to the development and
design and testing","['the', 'passport', 'project', 'i++', 'i--', '-project', 'system', 'i++', 'to', 'the', 'development', 'of', 'i++', 'reporting', '-reporting', 'i--', '-of', 'and', 'i++', 'design', 'and', 'testing', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"The ability
to manage expectations
projects and reports","['the', 'ability', 'i++', 'to', 'manage', 'expectations', 'i++', 'projects', 'and', 'staff', '-staff', 'reports', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Develop systems
processes and procedures
and regulations","['develop', 'systems', 'i++', 'processes', 'and', 'procedures', 'i++', 'and', 'develop', '-develop', 'regulations', 'i++']"
RESEARCH PROJECTS COOR(MA)-MGR,"Strong written verbal
and interpersonal skills
and the division","['strong', 'written', 'verbal', 'i++', 'and', 'written', '-written', 'interpersonal', 'skills', 'i++', 'and', 'the', 'division', 'i++']"
METAL WORK MECHANIC,"Is responsible
for and directs the work of
assigned personnel","['is', 'preferred', '-preferred', 'responsible', 'i++', 'for', 'and', 'directs', 'the', 'work', 'of', 'i++', 'assigned', 'personnel', 'i++']"
PUBLIC HEALTH SANITARIAN,"Experience or
work experience in the
healthy homes issues","['experience', 'or', 'i++', 'work', 'experience', 'in', 'the', 'i++', 'healthy', 'homes', 'issues', 'i++']"
PUBLIC HEALTH SANITARIAN,"New york city to
ensure compliance with health
and mental hygiene","['new', 'york', 'city', 'to', 'i++', 'ensure', 'compliance', 'with', 'health', 'i++', 'regulations', '-regulations', 'and', 'mental', 'hygiene', 'i++']"
PUBLIC HEALTH SANITARIAN,"These positions will
be situated in the
healthy homes issues","['these', 'positions', 'will', 'i++', 'be', 'situated', 'in', 'the', 'i++', 'field', '-field', 'healthy', 'homes', 'issues', 'i++']"
COMPUTER SERVICE TECHNICIAN (C,"This license must be
maintained for the duration
of your employment","['this', 'position', 'you', 'i++', 'must', 'have', 'excellent', '-excellent', 'a', 'motor', '-motor', '-a', 'excellent', '-excellent', '-have', '-must', 'i--', '-you', '-position', 'license', 'must', 'be', 'i++', 'maintained', 'for', 'the', 'duration', 'i++', 'of', 'your', 'employment', 'i++']"
CONFIDENTIAL INVESTIGATOR,"The needs of his or
her findings and policy
recommendations","['the', 'needs', 'of', 'new', 'york', 'i++', 'city', 'government', 'city', 'i++', 'agencies', 'and', '-and', 'to', '-to', '-agencies', 'i--', '-city', '-government', 'department', 'of', '-of', '-department', '-city', 'state', 'attorney', 'general', 'i++', 'i--', '-general', '-attorney', '-state', 'city', 'by', 'acting', 'as', 'an', 'i++', 'independent', '-independent', 'i--', '-an', '-as', '-acting', '-by', '-city', 'i--', '-york', '-new', 'his', 'or', 'i++', 'her', 'findings', 'and', 'policy', 'i++', 'recommendations', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Solid writer who
can adjust to the needs of
his or her findings","['solid', 'writing', '-writing', 'writer', 'who', 'i++', 'can', 'adjust', 'to', 'the', 'needs', 'of', 'i++', 'his', 'or', 'her', 'findings', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Experience is
adept at writing reports
and testimony","['experience', 'is', 'i++', 'adept', 'at', 'writing', 'reports', 'i++', 'and', 'testimony', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Excellent verbal
communication skills and
excellent judgment","['excellent', 'judgment', 'i++', 'and', 'confidence', 'to', 'discuss', 'i++', 'results', 'of', 'your', '-your', '-of', '-results', 'i--', '-discuss', '-to', '-confidence', '-and', 'i--', '-judgment', 'verbal', 'i++', 'and', 'written', '-written', '-and', 'i--', '-verbal', 'judgment', 'i++', 'and', 'confidence', 'to', 'discuss', 'i++', 'results', 'of', 'your', '-your', '-of', '-results', 'i--', '-discuss', '-to', '-confidence', '-and', 'i--', '-judgment', 'verbal', 'i++', 'communication', 'skills', 'and', 'i++', 'excellent', 'judgment', 'i++']"
CONFIDENTIAL INVESTIGATOR,"The department of
investigation doi is
one of the program","['the', 'department', 'of', 'i++', 'investigation', 'doi', 'is', 'i++', 'one', 'of', 'the', 'peace', '-peace', 'program', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Additionally
the selected candidate
is also a plus","['additionally', 'i++', 'the', 'selected', 'candidates', 'i++', 'will', 'be', 'referred', '-referred', 'assigned', '-assigned', '-be', '-will', 'i--', '-candidates', 'candidate', 'i++', 'will', 'be', 'referred', '-referred', '-be', '-will', 'is', 'also', 'a', 'plus', 'i++']"
CONFIDENTIAL INVESTIGATOR,"The confidential
investigator will work
in a team a plus","['the', 'confidential', 'i++', 'investigator', 'will', 'be', 'i++', 'referred', 'for', '-for', '-referred', 'i--', '-be', 'work', 'i++', 'in', 'a', 'fast', 'paced', '-paced', '-fast', 'team', 'a', 'plus', 'i++']"
CONFIDENTIAL INVESTIGATOR,"Under the direct
supervision of the peace
officer program","['under', 'the', 'aegis', 'i++', 'of', 'the', 'information', '-information', 'inspectors', '-inspectors', '-the', '-of', 'i--', '-aegis', 'direct', 'i++', 'supervision', 'of', 'the', 'peace', 'i++', 'officer', 'program', 'i++']"
FRAUD INVESTIGATOR,"The integrity
of the municipal id
program seeks a fraud","['the', 'integrity', 'i++', 'of', 'the', 'municipal', 'id', 'i++', 'program', 'the', '-the', 'seeks', 'a', 'fraud', 'i++']"
ASSOCIATE URBAN DESIGNER,"Coordinate with
the office of management
and other projects","['coordinate', 'with', 'i++', 'the', 'office', 'of', 'management', 'i++', 'and', 'other', 'projects', 'i++']"
ASSOCIATE URBAN DESIGNER,"The development
of land use transportation
urban design skills","['the', 'development', 'i++', 'of', 'the', 'borough', 'and', 'achieve', 'i++', 'important', '-important', 'i--', '-achieve', '-and', '-borough', '-the', 'land', 'use', 'applications', 'i++', 'including', 'the', '-the', '-including', 'i--', '-applications', 'transportation', 'i++', 'urban', 'design', 'skills', 'i++']"
ASSOCIATE URBAN DESIGNER,"The ability
to work independently
and efficiently","['the', 'architecture', 'i++', 'i--', '-architecture', 'ability', 'i++', 'to', 'work', 'effectively', 'in', 'i++', 'a', 'timely', '-timely', '-a', 'i--', '-in', '-effectively', 'independently', 'i++', 'and', 'efficiently', 'i++']"
ASSOCIATE URBAN DESIGNER,"Perform a wide range
of planning urban design
and engineering","['perform', 'a', 'wide', 'range', 'i++', 'of', 'planning', 'urban', 'design', 'i++', 'and', 'engineering', 'i++']"
SOCIAL WORKER,"Direct counseling
and referrals to social
other services","['direct', 'social', 'work', 'i++', 'services', '-services', 'i--', '-work', '-social', 'counseling', 'i++', 'services', 'to', 'clients', 'in', 'i++', 'select', '-select', 'i--', '-in', '-clients', '-to', '-services', 'and', 'referrals', 'to', 'social', 'i++', 'other', 'services', 'i++']"
SOCIAL WORKER,"The social worker
will report to the need for
homeless services","['the', 'social', 'worker', 'i++', 'is', 'charged', 'with', 'resolving', '-resolving', '-with', '-charged', '-is', 'i--', '-worker', 'workers', 'i++', 'receive', 'referrals', 'from', '-from', '-referrals', '-receive', 'for', 'the', 'pursuit', 'of', 'a', 'court', 'i++', 'order', '-order', 'i--', '-court', '-a', '-of', '-pursuit', '-the', '-for', 'receive', 'referrals', 'from', '-from', '-referrals', '-receive', 'i--', '-workers', 'worker', 'i++', 'will', 'report', 'to', 'the', 'mental', 'i++', 'hygiene', 'law', 'to', '-to', '-law', '-hygiene', 'i--', '-mental', 'need', 'for', 'i++', 'homeless', 'services', 'i++']"
SOCIAL WORKER,"Cases in the south
bronx north central brooklyn and
east central harlem","['cases', 'within', '-within', 'in', 'the', 'south', 'i++', 'bronx', 'north', 'central', 'brooklyn', 'and', 'i++', 'east', 'central', 'harlem', 'i++']"
SOCIAL WORKER,"Maintain rapport with
internal and external
partners in order","['maintain', 'rapport', 'with', 'i++', 'internal', 'and', 'external', 'i++', 'stakeholders', '-stakeholders', 'partners', 'in', 'order', 'i++']"
SUPERVISING COMPUTER SERVICE T,"The overall desk
activities including
the supervisors","['the', 'overall', 'desk', 'i++', 'activities', 'including', 'i++', 'the', 'supervisors', 'i++']"
SUPERVISOR I SOCIAL WORK,"Assessment as well
as with community based
organizations","['assessment', 'and', '-and', 'as', 'well', 'i++', 'as', 'with', 'community', 'based', 'i++', 'organizations', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"Responsible for
compliance with collective
bargaining units","['responsible', 'for', 'i++', 'the', '-the', 'evaluating', 'the', '-the', '-evaluating', 'compliance', 'with', 'collective', 'i++', 'bargaining', 'units', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"Oversight of the
daily human resources
program to include","['oversight', 'of', 'the', 'i++', 'daily', 'human', 'resources', 'i++', 'program', 'to', 'include', 'i++']"
EXECUTIVE PROGRAM SPECIALIST (,"Salary civil
service hiring management
and workforce planning","['salary', 'civil', 'i++', 'service', 'hiring', 'management', 'i++', 'and', 'workforce', 'planning', 'i++']"
ASSOCIATE CHEMIST,"Tasks follow routine
laboratory quality
control procedures","['tasks', 'follow', 'routine', 'i++', 'laboratory', 'quality', 'i++', 'control', 'procedures', 'i++']"
PUBLIC HEALTH EMERGENCY PREPAR,"Reporting as well
as familiarity with
financial concepts","['reporting', 'to', 'the', 'i++', 'following', '-following', 'bureau', 'of', 'grants', 'management', 'i++', 'director', 'the', '-the', '-director', 'and', '-and', 'i--', '-management', '-grants', '-of', '-bureau', 'following', '-following', 'i--', '-the', '-to', 'as', 'well', 'i++', 'as', 'familiarity', 'with', 'i++', 'financial', 'concepts', 'i++']"
